Place_Id,Place_Name,Category,City,Gender,Age_Group,Avg_Rating,Rating_Count
288,Masjid Salman ITB,Tempat Ibadah,Bandung,Laki-laki,Mature Adult,3.0,3
302,Masjid Pusdai,Tempat Ibadah,Bandung,Laki-laki,Mature Adult,3.0,1
223,Masjid Raya Bandung,Tempat Ibadah,Bandung,Laki-laki,Mature Adult,2.67,3
280,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,Laki-laki,Mature Adult,2.6,5
278,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,Laki-laki,Mature Adult,1.5,4
23,Gereja Katedral,Tempat Ibadah,Jakarta,Laki-laki,Mature Adult,4.5,2
22,Masjid Istiqlal,Tempat Ibadah,Jakarta,Laki-laki,Mature Adult,4.0,2
55,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,Laki-laki,Mature Adult,4.0,1
352,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,Laki-laki,Mature Adult,3.25,4
358,Masjid Kapal Semarang,Tempat Ibadah,Semarang,Laki-laki,Mature Adult,1.0,1
380,Masjid Agung Ungaran,Tempat Ibadah,Semarang,Laki-laki,Mature Adult,1.0,1
412,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,Laki-laki,Mature Adult,4.0,2
411,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,Laki-laki,Mature Adult,3.0,4
437,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,Laki-laki,Mature Adult,2.5,4
9,Pelabuhan Marina,Bahari,Jakarta,Laki-laki,Teen/College,4.0,3
11,Pulau Bidadari,Bahari,Jakarta,Laki-laki,Teen/College,3.0,3
14,Pulau Pelangi,Bahari,Jakarta,Laki-laki,Teen/College,3.0,2
56,Pantai Ancol,Bahari,Jakarta,Laki-laki,Teen/College,2.67,3
13,Pulau Pramuka,Bahari,Jakarta,Laki-laki,Teen/College,2.5,2
46,Pulau Semak Daun,Bahari,Jakarta,Laki-laki,Teen/College,2.5,2
12,Pulau Pari,Bahari,Jakarta,Laki-laki,Teen/College,2.0,3
344,Pantai Marina,Bahari,Semarang,Laki-laki,Teen/College,4.25,4
363,Pantai Maron,Bahari,Semarang,Laki-laki,Teen/College,4.0,2
343,Pantai Baruna,Bahari,Semarang,Laki-laki,Teen/College,3.0,4
350,Pantai Cipta,Bahari,Semarang,Laki-laki,Teen/College,2.0,2
424,Pantai Ria Kenjeran,Bahari,Surabaya,Laki-laki,Teen/College,5.0,2
152,Pantai Patihan,Bahari,Yogyakarta,Laki-laki,Teen/College,5.0,1
156,Pantai Pulang Sawal,Bahari,Yogyakarta,Laki-laki,Teen/College,5.0,1
189,Pantai Nguluran,Bahari,Yogyakarta,Laki-laki,Teen/College,5.0,1
200,Pantai Watu Kodok,Bahari,Yogyakarta,Laki-laki,Teen/College,4.0,3
197,Pantai Jungwok,Bahari,Yogyakarta,Laki-laki,Teen/College,4.0,2
199,Pantai Sedahan,Bahari,Yogyakarta,Laki-laki,Teen/College,4.0,2
181,Pantai Sundak,Bahari,Yogyakarta,Laki-laki,Teen/College,3.6,5
153,Pantai Kukup,Bahari,Yogyakarta,Laki-laki,Teen/College,3.5,2
172,Pantai Indrayanti,Bahari,Yogyakarta,Laki-laki,Teen/College,3.5,2
188,Pantai Sadranan,Bahari,Yogyakarta,Laki-laki,Teen/College,3.5,2
201,Pantai Kesirat,Bahari,Yogyakarta,Laki-laki,Teen/College,3.0,4
155,Pantai Ngobaran,Bahari,Yogyakarta,Laki-laki,Teen/College,3.0,3
184,Pantai Sepanjang,Bahari,Yogyakarta,Laki-laki,Teen/College,3.0,3
185,Pantai Krakal,Bahari,Yogyakarta,Laki-laki,Teen/College,3.0,2
182,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,Laki-laki,Teen/College,3.0,1
194,Pantai Wediombo,Bahari,Yogyakarta,Laki-laki,Teen/College,3.0,1
196,Pantai Ngrenehan,Bahari,Yogyakarta,Laki-laki,Teen/College,3.0,1
180,Pantai Depok Jogja,Bahari,Yogyakarta,Laki-laki,Teen/College,2.75,4
154,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,Laki-laki,Teen/College,2.67,3
157,Pantai Baron,Bahari,Yogyakarta,Laki-laki,Teen/College,2.67,3
158,Pantai Pok Tunggal,Bahari,Yogyakarta,Laki-laki,Teen/College,2.6,5
210,Pantai Congot,Bahari,Yogyakarta,Laki-laki,Teen/College,2.5,4
168,Pantai Timang,Bahari,Yogyakarta,Laki-laki,Teen/College,2.5,2
173,Pantai Nglambor,Bahari,Yogyakarta,Laki-laki,Teen/College,2.5,2
186,Pantai Glagah,Bahari,Yogyakarta,Laki-laki,Teen/College,2.5,2
191,Pantai Drini,Bahari,Yogyakarta,Laki-laki,Teen/College,2.5,2
126,Pantai Goa Cemara,Bahari,Yogyakarta,Laki-laki,Teen/College,2.0,3
190,Pantai Samas,Bahari,Yogyakarta,Laki-laki,Teen/College,2.0,1
177,Pantai Parangtritis,Bahari,Yogyakarta,Laki-laki,Teen/College,1.75,4
195,Pantai Jogan,Bahari,Yogyakarta,Laki-laki,Teen/College,1.0,1
202,Pantai Ngandong,Bahari,Yogyakarta,Laki-laki,Teen/College,1.0,1
212,Jalan Braga,Budaya,Bandung,Laki-laki,Teen/College,5.0,2
258,Museum Gedung Sate,Budaya,Bandung,Laki-laki,Teen/College,5.0,2
259,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,Laki-laki,Teen/College,5.0,1
265,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,Laki-laki,Teen/College,4.0,2
272,Taman Budaya Jawa Barat,Budaya,Bandung,Laki-laki,Teen/College,4.0,1
325,Saung Angklung Mang Udjo,Budaya,Bandung,Laki-laki,Teen/College,4.0,1
331,Kyotoku Floating Market,Budaya,Bandung,Laki-laki,Teen/College,4.0,1
243,Kampung Korea Bandung,Budaya,Bandung,Laki-laki,Teen/College,3.67,3
221,Museum Geologi Bandung,Budaya,Bandung,Laki-laki,Teen/College,3.0,6
222,Museum Konferensi Asia Afrika,Budaya,Bandung,Laki-laki,Teen/College,3.0,4
213,Gedung Sate,Budaya,Bandung,Laki-laki,Teen/College,3.0,3
290,Museum Pendidikan Nasional,Budaya,Bandung,Laki-laki,Teen/College,3.0,3
295,Museum Nike Ardilla,Budaya,Bandung,Laki-laki,Teen/College,3.0,3
234,Amazing Art World,Budaya,Bandung,Laki-laki,Teen/College,3.0,1
260,Museum Pos Indonesia,Budaya,Bandung,Laki-laki,Teen/College,2.75,4
330,Bandros City Tour,Budaya,Bandung,Laki-laki,Teen/College,2.75,4
257,Monumen Bandung Lautan Api,Budaya,Bandung,Laki-laki,Teen/College,2.4,5
294,Taman Film,Budaya,Bandung,Laki-laki,Teen/College,2.33,3
255,Museum Barli,Budaya,Bandung,Laki-laki,Teen/College,2.0,1
285,Taman Sejarah Bandung,Budaya,Bandung,Laki-laki,Teen/College,1.67,3
32,Setu Babakan,Budaya,Jakarta,Laki-laki,Teen/College,5.0,1
53,Rumah Sipitung,Budaya,Jakarta,Laki-laki,Teen/College,5.0,1
38,Istana Negara Republik Indonesia,Budaya,Jakarta,Laki-laki,Teen/College,4.67,3
63,Museum Kebangkitan Nasional,Budaya,Jakarta,Laki-laki,Teen/College,4.67,3
60,Museum Tekstil,Budaya,Jakarta,Laki-laki,Teen/College,4.0,3
44,Monumen Selamat Datang,Budaya,Jakarta,Laki-laki,Teen/College,4.0,2
16,Jembatan Kota Intan,Budaya,Jakarta,Laki-laki,Teen/College,4.0,1
20,Museum Taman Prasasti,Budaya,Jakarta,Laki-laki,Teen/College,4.0,1
41,Museum Bahari Jakarta,Budaya,Jakarta,Laki-laki,Teen/College,3.83,6
1,Monumen Nasional,Budaya,Jakarta,Laki-laki,Teen/College,3.75,4
74,Museum Tengah Kebun,Budaya,Jakarta,Laki-laki,Teen/College,3.75,4
21,Museum Wayang,Budaya,Jakarta,Laki-laki,Teen/College,3.67,3
69,Freedom Library,Budaya,Jakarta,Laki-laki,Teen/College,3.67,3
61,Tugu Proklamasi,Budaya,Jakarta,Laki-laki,Teen/College,3.5,6
2,Kota Tua,Budaya,Jakarta,Laki-laki,Teen/College,3.5,2
49,Galeri Indonesia Kaya,Budaya,Jakarta,Laki-laki,Teen/College,3.5,2
52,Kampung Cina,Budaya,Jakarta,Laki-laki,Teen/College,3.5,2
70,Perpustakaan Nasional,Budaya,Jakarta,Laki-laki,Teen/College,3.33,3
82,Museum Satria Mandala,Budaya,Jakarta,Laki-laki,Teen/College,2.75,4
18,Museum Bank Indonesia,Budaya,Jakarta,Laki-laki,Teen/College,2.67,3
39,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,Laki-laki,Teen/College,2.67,3
42,Museum Seni Rupa dan Kramik,Budaya,Jakarta,Laki-laki,Teen/College,2.67,3
50,Museum Joang 45,Budaya,Jakarta,Laki-laki,Teen/College,2.67,3
64,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,Laki-laki,Teen/College,2.5,8
40,Galeri Nasional Indonesia,Budaya,Jakarta,Laki-laki,Teen/College,2.5,4
66,Museum Layang-layang,Budaya,Jakarta,Laki-laki,Teen/College,2.5,2
65,Museum Basoeki Abdullah,Budaya,Jakarta,Laki-laki,Teen/College,2.33,3
48,Taman Ismail Marzuki,Budaya,Jakarta,Laki-laki,Teen/College,2.0,3
17,Museum Fatahillah,Budaya,Jakarta,Laki-laki,Teen/College,2.0,2
59,Museum Sumpah Pemuda,Budaya,Jakarta,Laki-laki,Teen/College,1.5,2
73,Museum Perangko,Budaya,Jakarta,Laki-laki,Teen/College,1.0,1
376,Semarang Chinatown,Budaya,Semarang,Laki-laki,Teen/College,4.0,5
351,Old City 3D Trick Art Museum,Budaya,Semarang,Laki-laki,Teen/College,4.0,4
345,Kampoeng Djadhoel Semarang,Budaya,Semarang,Laki-laki,Teen/College,3.67,3
369,Monumen Palagan Ambarawa,Budaya,Semarang,Laki-laki,Teen/College,3.67,3
385,Kampung Batik Gedong Semarang,Budaya,Semarang,Laki-laki,Teen/College,3.33,3
348,Pura Giri Natha,Budaya,Semarang,Laki-laki,Teen/College,3.0,6
381,Tugu Muda Semarang,Budaya,Semarang,Laki-laki,Teen/College,2.5,8
373,Museum Kereta Ambarawa,Budaya,Semarang,Laki-laki,Teen/College,2.5,4
339,Sam Poo Kong Temple,Budaya,Semarang,Laki-laki,Teen/College,2.25,4
338,Lawang Sewu,Budaya,Semarang,Laki-laki,Teen/College,2.0,5
375,Kota Lama Semarang,Budaya,Semarang,Laki-laki,Teen/College,2.0,4
335,Candi Gedong Songo,Budaya,Semarang,Laki-laki,Teen/College,2.0,2
370,Benteng Pendem,Budaya,Semarang,Laki-laki,Teen/College,1.33,3
416,Keraton Surabaya,Budaya,Surabaya,Laki-laki,Teen/College,4.0,4
433,Museum Mpu Tantular,Budaya,Surabaya,Laki-laki,Teen/College,4.0,4
429,House of Sampoerna,Budaya,Surabaya,Laki-laki,Teen/College,4.0,1
422,Monumen Jalesveva Jayamahe,Budaya,Surabaya,Laki-laki,Teen/College,3.67,3
396,Monumen Kapal Selam,Budaya,Surabaya,Laki-laki,Teen/College,3.5,2
420,Surabaya Museum (Gedung Siola),Budaya,Surabaya,Laki-laki,Teen/College,3.5,2
417,Klenteng Sanggar Agung,Budaya,Surabaya,Laki-laki,Teen/College,3.33,3
428,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,Laki-laki,Teen/College,3.33,3
418,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,Laki-laki,Teen/College,3.12,8
413,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,Laki-laki,Teen/College,3.0,4
409,Rumah Batik,Budaya,Surabaya,Laki-laki,Teen/College,3.0,1
426,Balai Kota Surabaya,Budaya,Surabaya,Laki-laki,Teen/College,2.75,4
421,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,Laki-laki,Teen/College,2.5,2
423,Patung Sura dan Buaya,Budaya,Surabaya,Laki-laki,Teen/College,2.5,2
415,Museum De Javasche Bank,Budaya,Surabaya,Laki-laki,Teen/College,2.0,1
414,Jembatan Merah,Budaya,Surabaya,Laki-laki,Teen/College,1.0,1
419,Monumen Tugu Pahlawan,Budaya,Surabaya,Laki-laki,Teen/College,1.0,1
125,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,Laki-laki,Teen/College,5.0,2
100,Taman Budaya Yogyakarta,Budaya,Yogyakarta,Laki-laki,Teen/College,4.5,2
123,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,Laki-laki,Teen/College,4.0,4
122,Watu Goyang,Budaya,Yogyakarta,Laki-laki,Teen/College,4.0,1
89,De Mata Museum Jogja,Budaya,Yogyakarta,Laki-laki,Teen/College,3.75,4
97,Monumen Yogya Kembali,Budaya,Yogyakarta,Laki-laki,Teen/College,3.67,3
121,Candi Prambanan,Budaya,Yogyakarta,Laki-laki,Teen/College,3.67,3
88,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,Laki-laki,Teen/College,3.6,5
113,Gedung Agung Yogyakarta,Budaya,Yogyakarta,Laki-laki,Teen/College,3.6,5
105,Candi Donotirto,Budaya,Yogyakarta,Laki-laki,Teen/College,3.5,2
86,Keraton Yogyakarta,Budaya,Yogyakarta,Laki-laki,Teen/College,3.0,3
102,Monumen Batik Yogyakarta,Budaya,Yogyakarta,Laki-laki,Teen/College,3.0,3
193,Candi Sewu,Budaya,Yogyakarta,Laki-laki,Teen/College,3.0,3
99,Kampung Wisata Kadipaten,Budaya,Yogyakarta,Laki-laki,Teen/College,3.0,2
115,Monumen Sanapati,Budaya,Yogyakarta,Laki-laki,Teen/College,3.0,1
179,Candi Ratu Boko,Budaya,Yogyakarta,Laki-laki,Teen/College,3.0,1
101,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,Laki-laki,Teen/College,2.75,4
107,Bangsal Pagelaran,Budaya,Yogyakarta,Laki-laki,Teen/College,2.75,4
150,Wisata Kraton Jogja,Budaya,Yogyakarta,Laki-laki,Teen/College,2.67,3
171,Candi Ijo,Budaya,Yogyakarta,Laki-laki,Teen/College,2.67,3
120,Bukit Panguk Kediwung,Budaya,Yogyakarta,Laki-laki,Teen/College,2.6,5
118,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,Laki-laki,Teen/College,2.5,2
119,Lava Bantal,Budaya,Yogyakarta,Laki-laki,Teen/College,2.5,2
170,Candi Borobudur,Budaya,Yogyakarta,Laki-laki,Teen/College,2.25,4
162,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,Laki-laki,Teen/College,2.0,1
124,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,Laki-laki,Teen/College,1.5,2
147,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,Laki-laki,Teen/College,1.5,2
261,Ciwangun Indah Camp Official,Cagar Alam,Bandung,Laki-laki,Teen/College,5.0,1
322,Bukit Jamur,Cagar Alam,Bandung,Laki-laki,Teen/College,5.0,1
332,Rainbow Garden,Cagar Alam,Bandung,Laki-laki,Teen/College,5.0,1
232,Bukit Moko,Cagar Alam,Bandung,Laki-laki,Teen/College,4.5,4
273,Curug Bugbrug,Cagar Alam,Bandung,Laki-laki,Teen/College,4.5,2
317,Curug Cimahi,Cagar Alam,Bandung,Laki-laki,Teen/College,4.5,2
282,Curug Cilengkrang,Cagar Alam,Bandung,Laki-laki,Teen/College,4.25,4
233,Gunung Papandayan,Cagar Alam,Bandung,Laki-laki,Teen/College,4.0,2
299,Sendang Geulis Kahuripan,Cagar Alam,Bandung,Laki-laki,Teen/College,4.0,2
319,Kawah Rengganis Cibuni,Cagar Alam,Bandung,Laki-laki,Teen/College,4.0,2
215,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,Laki-laki,Teen/College,4.0,1
297,Mountain View Golf Club,Cagar Alam,Bandung,Laki-laki,Teen/College,4.0,1
323,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,Laki-laki,Teen/College,4.0,1
300,Sanghyang Heuleut,Cagar Alam,Bandung,Laki-laki,Teen/College,3.8,5
310,Taman Bunga Cihideung,Cagar Alam,Bandung,Laki-laki,Teen/College,3.5,2
315,Curug Luhur Waterfall,Cagar Alam,Bandung,Laki-laki,Teen/College,3.5,2
318,Situ Patenggang,Cagar Alam,Bandung,Laki-laki,Teen/College,3.5,2
246,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,Laki-laki,Teen/College,3.43,7
235,Gua Belanda,Cagar Alam,Bandung,Laki-laki,Teen/College,3.33,3
238,Gunung Manglayang,Cagar Alam,Bandung,Laki-laki,Teen/College,3.33,3
263,Curug Batu Templek,Cagar Alam,Bandung,Laki-laki,Teen/College,3.33,3
289,Curug Aseupan,Cagar Alam,Bandung,Laki-laki,Teen/College,3.33,3
314,Tafso Barn,Cagar Alam,Bandung,Laki-laki,Teen/College,3.33,3
329,Bukit Gantole Cililin,Cagar Alam,Bandung,Laki-laki,Teen/College,3.25,4
316,Curug Malela,Cagar Alam,Bandung,Laki-laki,Teen/College,3.2,5
307,Perkebunan Teh Malabar,Cagar Alam,Bandung,Laki-laki,Teen/College,3.0,4
311,The Lodge Maribaya,Cagar Alam,Bandung,Laki-laki,Teen/College,3.0,4
292,Curug Anom,Cagar Alam,Bandung,Laki-laki,Teen/College,3.0,3
304,Situ Cileunca,Cagar Alam,Bandung,Laki-laki,Teen/College,3.0,1
266,Caringin Tilu,Cagar Alam,Bandung,Laki-laki,Teen/College,2.8,5
326,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,Laki-laki,Teen/College,2.8,5
324,Happyfarm Ciwidey,Cagar Alam,Bandung,Laki-laki,Teen/College,2.75,4
256,Wisata Batu Kuda,Cagar Alam,Bandung,Laki-laki,Teen/College,2.5,4
309,Observatorium Bosscha,Cagar Alam,Bandung,Laki-laki,Teen/College,2.5,4
211,GunungTangkuban perahu,Cagar Alam,Bandung,Laki-laki,Teen/College,2.5,2
239,Lembang Park & Zoo,Cagar Alam,Bandung,Laki-laki,Teen/College,2.5,2
308,Pemandian Air Panas Ciater,Cagar Alam,Bandung,Laki-laki,Teen/College,2.5,2
218,Kawah Putih,Cagar Alam,Bandung,Laki-laki,Teen/College,2.4,5
312,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,Laki-laki,Teen/College,2.4,5
219,Tebing Karaton,Cagar Alam,Bandung,Laki-laki,Teen/College,2.33,3
301,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,Laki-laki,Teen/College,2.0,4
313,Taman Begonia,Cagar Alam,Bandung,Laki-laki,Teen/College,2.0,3
298,Gunung Lalakon,Cagar Alam,Bandung,Laki-laki,Teen/College,2.0,2
328,Gua Pawon,Cagar Alam,Bandung,Laki-laki,Teen/College,2.0,2
217,Kebun Binatang Bandung,Cagar Alam,Bandung,Laki-laki,Teen/College,2.0,1
269,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,Laki-laki,Teen/College,1.67,3
274,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,Laki-laki,Teen/College,1.33,3
275,Curug Cipanas,Cagar Alam,Bandung,Laki-laki,Teen/College,1.25,4
242,Curug Dago,Cagar Alam,Bandung,Laki-laki,Teen/College,1.0,1
262,Wot Batu,Cagar Alam,Bandung,Laki-laki,Teen/College,1.0,1
270,Bukit Bintang,Cagar Alam,Bandung,Laki-laki,Teen/College,1.0,1
305,Sunrise Point Cukul,Cagar Alam,Bandung,Laki-laki,Teen/College,1.0,1
306,Sungai Palayangan,Cagar Alam,Bandung,Laki-laki,Teen/College,1.0,1
67,Margasatwa Muara Angke,Cagar Alam,Jakarta,Laki-laki,Teen/College,3.33,3
7,Kebun Binatang Ragunan,Cagar Alam,Jakarta,Laki-laki,Teen/College,2.33,3
71,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,Laki-laki,Teen/College,2.33,3
360,Air Terjun Kali Pancur,Cagar Alam,Semarang,Laki-laki,Teen/College,5.0,1
386,Air Terjun Semirang,Cagar Alam,Semarang,Laki-laki,Teen/College,5.0,1
387,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,Laki-laki,Teen/College,4.33,3
367,Wisata Lereng Kelir,Cagar Alam,Semarang,Laki-laki,Teen/College,4.0,3
379,Goa Rong,Cagar Alam,Semarang,Laki-laki,Teen/College,4.0,2
390,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,Laki-laki,Teen/College,4.0,2
362,Danau Rawa Pening,Cagar Alam,Semarang,Laki-laki,Teen/College,3.67,3
368,Kampoeng Rawa,Cagar Alam,Semarang,Laki-laki,Teen/College,3.6,5
371,Wisata Eling Bening,Cagar Alam,Semarang,Laki-laki,Teen/College,3.5,2
372,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,Laki-laki,Teen/College,3.0,3
355,Umbul Sidomukti,Cagar Alam,Semarang,Laki-laki,Teen/College,2.75,4
365,Waduk Jatibarang,Cagar Alam,Semarang,Laki-laki,Teen/College,2.67,3
374,Hutan Pinus Kayon,Cagar Alam,Semarang,Laki-laki,Teen/College,2.67,3
389,Brown Canyon,Cagar Alam,Semarang,Laki-laki,Teen/College,2.67,3
341,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,Laki-laki,Teen/College,2.5,4
391,Flower Farm Setiya Aji,Cagar Alam,Semarang,Laki-laki,Teen/College,2.33,3
349,Wisata Mangrove Tapak,Cagar Alam,Semarang,Laki-laki,Teen/College,2.0,1
359,Taman Bunga Celosia,Cagar Alam,Semarang,Laki-laki,Teen/College,2.0,1
388,Watu Gunung Ungaran,Cagar Alam,Semarang,Laki-laki,Teen/College,2.0,1
393,Taman Harmoni Keputih,Cagar Alam,Surabaya,Laki-laki,Teen/College,3.4,5
408,Kebun Binatang Surabaya,Cagar Alam,Surabaya,Laki-laki,Teen/College,3.17,6
406,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,Laki-laki,Teen/College,2.5,4
400,Hutan Bambu Keputih,Cagar Alam,Surabaya,Laki-laki,Teen/College,1.67,3
164,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,5.0,2
167,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,5.0,2
93,Gembira Loka Zoo,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,5.0,1
146,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,5.0,1
142,Ledok Sambi,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,4.5,2
208,Taman Sungai Mudal,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,3.75,4
206,Wisata Kaliurang,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,3.25,4
166,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,3.2,5
178,Goa Pindul,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,3.2,5
143,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,3.0,2
192,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,3.0,1
144,Goa Jomblang,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,2.75,4
159,Hutan Pinus Asri,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,2.5,4
161,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,Laki-laki,Teen/College,2.5,2
169,Puncak Segoro,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,2.33,3
132,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,2.0,3
149,Goa Cerme,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,2.0,3
131,Watu Lumbung,Cagar Alam,Yogyakarta,Laki-laki,Teen/College,1.0,1
284,Pasar Baru,Pusat Perbelanjaan,Bandung,Laki-laki,Teen/College,2.0,2
80,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,4.0,2
68,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,3.0,2
81,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,2.75,4
34,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,2.6,5
35,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,2.6,5
26,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,2.5,4
29,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,2.5,2
15,Pasar Seni,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,2.33,3
25,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,2.0,4
84,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,Laki-laki,Teen/College,2.0,1
402,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,Laki-laki,Teen/College,3.67,3
160,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,Laki-laki,Teen/College,5.0,1
135,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,Laki-laki,Teen/College,3.67,3
174,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,Laki-laki,Teen/College,2.33,3
241,Lawangwangi Creative Space,Taman Hiburan,Bandung,Laki-laki,Teen/College,5.0,1
287,Puspa Iptek Sundial,Taman Hiburan,Bandung,Laki-laki,Teen/College,5.0,1
291,Water Park Bandung Indah,Taman Hiburan,Bandung,Laki-laki,Teen/College,5.0,1
224,Dago Dreampark,Taman Hiburan,Bandung,Laki-laki,Teen/College,4.5,2
244,Kampung Batu Malakasari,Taman Hiburan,Bandung,Laki-laki,Teen/College,4.0,3
231,The Great Asia Africa,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.75,4
248,NuArt Sculpture Park,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.75,4
293,Taman Badak,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.75,4
333,Kota Mini,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.5,2
252,Kampoeng Tulip,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.4,5
276,Taman Jomblo,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.33,3
321,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.33,3
216,Farm House Susu Lembang,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,4
220,Dusun Bambu,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,3
226,Kawasan Punclut,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,2
237,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,2
247,Kiara Artha Park,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,2
253,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,2
283,Jembatan Pasupati,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,2
296,Batununggal Indah Club,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,2
327,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,2
230,Stone Garden Citatah,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,1
249,Upside Down World Bandung,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,1
254,Teras Cikapundung BBWS,Taman Hiburan,Bandung,Laki-laki,Teen/College,3.0,1
