Place_Id,Place_Name,Description,Category,City,image_urls
127,Blue Lagoon Jogja,"Blue Lagoon adalah salah satu wisata air Jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru. Banyak yang menganggap bahwa Blue Lagoon sebagai surga wisata Jogja tersembunyi. Meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal, namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2. Karena budget untuk masuk ke area wisata ini tidak semahal yang ada di Islandia.",Taman Hiburan,Yogyakarta,https://homestaydijogja.net/wp-content/uploads/2024/02/Blue-Lagoon-Jogja-2.jpg|https://awsimages.detik.net.id/community/media/visual/2023/12/13/blue-lagoon-jogja_169.jpeg
128,Gumuk Pasir Parangkusumo,"Gumuk Pasir Parangkusumo (bahasa Jawa: ꦒꦸꦩꦸꦏ꧀​ꦥꦱꦶꦂ​ꦥꦫꦁ​ꦏꦸꦱꦸꦩ, translit. Gumuk Pasir Parangkusuma) adalah objek wisata di Kabupaten Bantul, Yogyakarta, letaknya di sebelah barat Pantai Parangtritis, yaitu di Desa Parangtritis, Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Gumuk Pasir ini memiliki sejumlah keistimewaan terkait dengan jumlahnya hanya terbatas di dunia. Nama ""Gumuk"" berasal dari bahasa Jawa yang artinya gundukan-gundukan pasir yang terhampar luas. Gumuk Pasir Yogyakarta terbentuk dari material Gunung Merapi yang kemudian mengalami transportasi melalui Sungai Opak dan Sungai Progo yang kemudian terbawa ombak dan mengendap di pantai. Material yang mengendap kemudian mengering dan terbawa angin lalu terbang kedaratan sehingga mengalami proses deposisi menjadi Gumuk Pasir.",Taman Hiburan,Yogyakarta,https://img.okezone.com/content/2021/08/02/408/2449777/berwisata-di-gumuk-pasir-parangkusumo-ini-5-aktivitas-yang-bisa-dinikmati-RkGIOfEU3A.jpg|https://homestaydijogja.net/wp-content/uploads/2024/07/Gumuk-Pasir-Parangkusumo.jpg
129,Bukit Lintang Sewu,"Bukit Lintang Sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang – bintang yang membentang luas di angkasa. Dalam bahasa Jawa Bukit Seribu Bintang adalah Bukit Lintang Sewu (lintang: bintang, sewu: seribu). Pemandangan alam yang tidak kalah mempesona membuat Bukit Langit Sewu ini menjadi tempat favorit bagi pecinta alam. Pada saat menuju bukit, pengunjung akan disuguhkan dengan pepohonan pinus, tetapi saat sampai pengunjung akan disuguhkan panorama hutan Kayu Putih yang menjadi keunikan tempat wisata ini. Diatas pohon Kayu Putih ini juga terdapat Burung Alap-alap yang melintas diatas pohonnya. Selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti Gunung merbabu, Gunung Sumbing, Menoreh, dan Gunung Merapi.",Taman Hiburan,Yogyakarta,https://assets.pikiran-rakyat.com/crop/0x0:0x0/1200x675/photo/2024/03/08/2218165156.jpg
130,Studio Alam Gamplong,"Studio Gamplong atau Studio Alam Gamplong adalah sebuah tempat wisata yang terletak di Desa Gamplong, Kecamatan Moyudan, Kabupaten Sleman. Tempat tersebut awalnya adalah tempat pengambilan gambar film Sultan Agung: Tahta, Perjuangan, Cinta dan Bumi Manusia karya Hanung Bramantyo. Tempat tersebut didirikan di atas lahan seluas 2,5 hektar. Tempat tersebut diresmikan oleh Presiden Joko Widodo pada 15 Juli 2018.",Taman Hiburan,Yogyakarta,https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/sleman/studio-alam-gamplong-profile1652672100.jpeg
131,Watu Lumbung,"Letak Kampung Edukasi Watu Lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. Watu Lumbung dikonsep oleh M Boy Rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana Boy Rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. Untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam.",Cagar Alam,Yogyakarta,https://tripjogja.co.id/wp-content/uploads/2023/04/Pantai-Watu-Lumbung-Gunung-Kidul-akses-dan-lokasi.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/bf/ea/f9/screenshot-20181217-081522.jpg|https://www.yogyes.com/id/yogyakarta-tourism-object/other/kampung-edukasi-watu-lumbung/1.jpg
132,Air Terjun Kedung Pedut,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",Cagar Alam,Yogyakarta,https://homestaydijogja.net/wp-content/uploads/2024/02/Air-Terjun-Kedung-Pedut.jpg
133,Puncak Kebun Buah Mangunan,"Berlibur di pegunungan memang menyenangkan. Dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan. Wisata seperti ini dapat dinikmati di Bantul, tepatnya di Kebun Buah Mangunan. Beruntungnya Jogja dikaruniai bentang alam yang begitu indah. Ada pantai, gunung, bukit, serta kota dan budaya yang sangat menarik. Kebun Buah Mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan. Apalagi di pagi hari, pemandangannya tak ubahnya seperti negeri di atas awan.",Taman Hiburan,Yogyakarta,https://cnc-magazine.oramiland.com/parenting/images/kebun-buah-mangunan.width-800.format-webp.webp
134,Desa Wisata Gamplong,"Desa Wisata Gamplong adalah desa wisata kerajinan tenun yang berada di Padukuhan Gamplong Desa Sumber Rahayu Kecamatan Moyudan Kabupaten Sleman, Yogyakarta. Desa wisata yang terletak di sebelah barat Kota Yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan Alat Tenun Bukan Mesin (ATBM). Dengan ATBM, masyarakat perajin Gamplong mampu menghasilkan kain tenun sebagai bahan stagen (kain panjang untuk melilit bagian perut wanita). Selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir.",Taman Hiburan,Yogyakarta,https://nagantour.com/wp-content/uploads/2023/10/Wisata-Gamplong-Jogja.webp
135,Kawasan Wisata Sosrowijayan,"Tempat wisata Sosrowijayan memang selama ini dikenal sebagai Wisata Kampung bule, lokasinya sendiri berada di pusat kota Yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. Bagi Anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun Tugu Anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah Sosrowijayan yang mempunyai tanda yaitu Sebuah Jalan Kecil menuju Barat dengan nama yang sama. Wisata unik sosrowijayan menjadi membagi dua daerah yaitu Sosrowijayan Wetan dan Sosrowijayan Kulon dan menjadi penghubung jalan Jogonegaran dan Jalan Malioboro. Akan tetapi untuk Sosrowijayan Wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai Kampung turis kedua di Yogyakarta setelah Prawirotaman. Karena disebut Kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di Yogyakarta. Anda pun bisa melihat dua buah busuk seperti yang ada di daerah Prawirotaman ketika memasuki dan pertama. Di daerah ini banyak sekali buku yang dijual seperti novel berbahasa Inggris, buku kecil berbahasa Indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya.",Pusat Perbelanjaan,Yogyakarta,https://www.yogyes.com/id/yogyakarta-tourism-object/other/sosrowijayan/1.jpg|https://asset-2.tstatic.net/tribunnews/foto/bank/images/sosrowijayan_20150704_153548.jpg
136,Grojogan Watu Purbo Bangunrejo,"Objek wisata itu tak adalah Grojogan Watu Purbo yang berada di Bangunrejo, Merdikorejo, Kecamatan Tempel. Objek wisata itu sekitar setahun terakhir cukup populer di kalangan wisatawan karena memiliki pemandangan eksotis berupa air terjun yang memiliki enam tingkatan. Wisatawan yang datang rata-rata menjadikan air terjun itu sebagai latar untuk swafoto karena pemandangannya yang dinilai instagramable. Grojokan Watu Purbo ini tepatnya berlokasi di aliran Kali Krisak, yang merupakan jalur dari lahar dingin yang mengalir dari Gunung Merapi. Pemandangan kawasan ini eksotis karena dikepung pepohonan asri serta hamparan sawah. Munculnya air terjun atau grojogan ini berasal dari enam dam dengan ketinggian bervariasi tak lebih dari 10 meter.",Taman Hiburan,Yogyakarta,https://www.masterplandesa.com/wp-content/uploads/2022/08/grojogan-watupurbo.jpg|https://imgcdn.espos.id/@espos/images/2022/02/watu-purbo-.jpg
137,Wisata Alam Kalibiru,"Kalibiru sebenarnya adalah sebuah nama hutan yang saat ini diolah menjadi sebuah tempat wisata alam. Hutan Kalibiru memiliki ketinggian 450 mdpl dan berupa kawasan perbukitan yang subur. Suhu udara di tempat ini sangat sejuk. Kalibiru dikelola oleh pemerintah dan masyarakat setempat sebagai wisata alam dan edukasi. Ada banyak hal yang bisa didapatkan di sana, termasuk outbond, penginapan, dan beberapa spot untuk mencari foto kekinian. Ada juga jalur trekking yang juga bisa dijadikan lokasi camping.",Cagar Alam,Yogyakarta,https://cdn1-production-images-kly.akamaized.net/aRmaqlEEvitDRGVMyNK_TtvPlUU\u003d/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2746808/original/047908600_1552098895-Wisata_Kalibiru-ok.jpg|https://grandrohanjogja.com/files/uploads/2020/12/Wisata-Alam-Kalibiru-Yogyakarta.jpg|https://nagantour.com/wp-content/uploads/2023/08/wisata-alam-kalibiru.webp
138,Jogja Exotarium,"Di Yogyakarta, tepatnya di Sleman, ada satu tempat wisata edukasi yang patut dikunjungi. Namanya adalah Jogja Exotarium — terdengar unik, kan? Namun sebenarnya, tempat ini merupakan taman hewan berskala kecil. Koleksi hewannya beragam dan bisa diajak berinteraksi secara langsung",Taman Hiburan,Yogyakarta,https://homestaydijogja.net/wp-content/uploads/2024/02/Jogja-Exotarium-2.jpg|https://nagantour.com/wp-content/uploads/2024/10/Mini-Zoo-Jogja-Exotarium.webp|https://blog.bookingtogo.com/wp-content/uploads/2023/05/jogja-exotarium_11zon-scaled.jpg
139,Puncak Gunung Api Purba - Nglanggeran,"Gunung Nglanggeran adalah sebuah gunung di Daerah Istimewa Yogyakarta, Indonesia. Gunung ini merupakan suatu gunung api purba yang terbentuk sekitar 0,6-70 juta tahun yang lalu atau yang memiliki umur tersier (Oligo-Miosen). Gunung Nglanggeran memiliki batuan yang sangat khas karena didominasi oleh aglomerat dan breksi gunung api. Gunung ini terletak di Desa Nglanggeran, Kecamatan Patuk, Kabupaten Gunung Kidul yang berada pada deretan Pegunungan Baturagung.",Cagar Alam,Yogyakarta,https://awsimages.detik.net.id/community/media/visual/2022/01/11/sensasi-mendaki-gunung-api-purba-nglanggeran-3.jpeg
140,Bendung Lepen,"Bendung Lepen sendiri dulunya merupakan saluran irigasi yang tidak sebersih sekarang ini. Sebelumnya, tempat ini merupakan saluran irigasi yang kumuh disertai taman desa yang tak terurus. Namun, kesadaran para pemuda akan kebersihan lingkungan mengubah kali (sungai/lepen) yang semula begitu kotor menjadi tempat wisata yang disenangi banyak orang. Bendung Lepen sekarang menjadi indah dan dipenuhi ikan nila dan gurame. Jika dulunya hanya menjadi taman wisata yang tidak terurus dan kumuh, sekarang ini Bendung Lepen menjadi destinasi wisata yang nyaman dikunjungi bersama keluarga. Bahkan di kala pandemi COVID-19 ini, Bendung Lepen tidak kekurangan peminat. Masih banyak anak-anak yang menikmati senja dengan riang sambil memberi makan ikan di kali. Tentunya ditemani oleh orang tuanya yang juga bisa mencuci mata melihat aliran air yang jernih dengan ikan warna-warni yang berenang di kali. Selain itu, banyak juga anak muda yang duduk-duduk di taman sembari menikmati udara sore yang sejuk ditemani segelas es teh.",Taman Hiburan,Yogyakarta,https://cdn0-production-images-kly.akamaized.net/Cjlq2NkTWmURRq8NGAqjrUm4Fck\u003d/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3363879/original/000655600_1612006827-bendung_1.jpg|https://jadesta.kemenparekraf.go.id/imgpost/53191.jpg|https://cdn0-production-images-kly.akamaized.net/I4eHfnN-3hPDIbK3niHjoliTL78\u003d/500x281/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3363880/original/007648800_1612006827-bndng.jpg
141,Bunker Kaliadem Merapi,"Bunker Kaliadem merupakan objek wisata yang terletak di lereng selatan Gunung Merapi. Destinasi wisata ini banyak menyimpan jejak erupsi gunung tersebut, terutama tahun 2006 dan 2010. Lokasi fenomenal tersebut berada di ketinggian lebih dari 2.000 meter di atas permukaan laut. Berada di Kabupaten Sleman, wisatawan diajak menyaksikan kegagahan Merapi dari jarak lima kilometer. Kawasan ini memadukan sejarah, keindahaan serta keunikan alam gunung merapi dengan fenomena vulkaniknya.",Cagar Alam,Yogyakarta,https://asset-2.tstatic.net/tribunjogjawiki/foto/bank/images/bunker-kaliadem.jpg
142,Ledok Sambi,"Desa wisata Ledok Sambi merupakan desa yang mempunyai nuansa alami asli Jogja, yang berlokasi dekat dengan Gunung Merapi atau berada di Jl. Kaliurang Km. 19,2 Padukuhan Sambi Desa Pakembinangun Kec. Pakem Kabupaten Sleman Daerah Istimewa Yogyakarta. Pemandangan alam yang indah dapat memberikan kesejukan, kesegaran dan ketentraman hati. Sepanjang mata memandang di Desa wisata ini anda akan disuguhkan bentangan luasnya persawahan yang alami dan asri dan juga pepohonan yang hijau nan rindang serta kejernihan air yang dimiliki wilayah Desa Wisata Ledok Sambi. Rumah-rumah Tradisional khas Jogja yang luas dijadikan sebagai tempat bermain sambil menikmati udara sejuk yang menenangkan hati jiwa dan pikiran.",Cagar Alam,Yogyakarta,https://awsimages.detik.net.id/community/media/visual/2021/12/22/ledok-sambi-outbond-ecopark-6_169.jpeg
143,Seribu Batu Songgo Langit,"Nama Seribu Batu Songgo Langit memiliki makna tersendiri. Sebelum jadi tempat wisata, di lokasi ini terdapat ratusan bahkan ribuan batu dan pastinya hutan pinus. Songgo langit berarti penyangga langit, hal ini dikarenakan di Seribu Baru Songgo Langit terdapat bukit yang seakan akan merupakan tiang dari langit .Seribu Batu Songgo Langit merupakan tempat wisata di kawasan Dlingo yang menawarkan berbagai macam atraksi wisata, namun kebanyakan adalah spot foto. Spot foto di Seribu Batu hampir semuanya anti mainstream. Anda akan menemui beberapa spot foto dalam empat bagian di tempat wisata ini. Memasuki gerbang Seribu Batu Songgo Langit anda diharuskan untuk menuruni tangga yang terbuat dari kayu untuk mencapai spot pertama. Spot pertama ini menawarkan rumah dongeng seribu kayu. Spot ini berbentuk rumah kecil-kecil yang menyerupai rumah kurcaci dalam dongeng. Terdapat tujuh buah rumah kurcaci yang ditata secara mengerucut sehingga akan menciptakan angle foto yang bagus.",Cagar Alam,Yogyakarta,https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/bantul/seribu-batu-songgo-langit-profile1695975157.jpeg
144,Goa Jomblang,"Gua Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Itulah yang membuat unik karena di dalam gua terdapat luas mulut gua sekitar 50 meter ini sering disebut dengan nama Luweng Jomblang. Gua Jomblang terletak di Kabupaten Gunungkidul, DI Yogyakarta. Saat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal. Sinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah jika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"".",Cagar Alam,Yogyakarta,https://nagantour.com/wp-content/uploads/2023/10/Goa-Jomblang-1.webp
145,Desa Wisata Rumah Domes/Teletubbies,"Kawasan desa teletubbies menjadi perhatian menarik berbagai media, sehingga menjadikan para wisatawan mulai berbondong-bondong datang kesana. Hingga sekarang kawasan ini menjadi objek wisata unik jogja yang menarik dikunjungi. Bagi kawan-kawan datawisata yang sedang berlibur atau berdomisili di Yogyakarta dan sekitar, coba deh rasakan sensasi wisata unik ini, setidaknya bisa dijadikan koleksi foto yang mengusung spot-spot kece instagenic. Mulanya objek wisata Rumah Domes merupakan bentuk bantuan dari NGO, kala itu Yogyakarta terkena musibah bencana alam gempa bumi. Di desa Nglepen setidaknya ada 80 bangunan mengusung desain rumah dome lengkap beserta fasilitas seperti warung makan, toilet umum, area parkir, tempat ibadah, rumah kesehatan dan balai desa yang kerap dimanfaatkan ketika ada hajatan atau acara budaya. Desa wisata Sumberharjo ini memiliki luas kurang lebih 2 hektar serta bangunan dibangun sejak tahun 2006. Selain disebut desa teletubbies, pemukiman disana juga sering disebut New Nglepen.",Taman Hiburan,Yogyakarta,https://nagantour.com/wp-content/uploads/2023/08/kampung-teletubbies.webp|https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/sleman/desa-wisata-rumah-domes-teletubbies-profile1652677309.jpeg
146,Bukit Wisata Pulepayung,"Pule Payung Yogyakarta. Sebuah objek wisata populer yang menyajikan keindahan alam dari ketinggian 500 mdpl. Bukit Wisata Pule Payung Yogyakarta merupakan kawasan wisata yang dipenuhi dengan kreativitas yang tinggi, merubah zona biasa menjadi luar biasa. Daya tarik yang pertama dari Pule Payung Yogyakarta adalah objek wisata yang menyajikan pesona alam pegunungan. Sehingga, orang-orang menyebutnya dengan Bukit Wisata. Ketinggian Pule Payung Yogyakarta sekitar 500 mdpl, serta jalan menuju Pule Payung Yogyakarta dapat ditempuh dengan kendaraan roda dua, maupun roda empat. Pesona keindahan Waduk Sermo dapat terlihat jelas saat berada di Pule Payung. Waduk eksotis yang dikelilingi pegunungan yang masih asri. Dan Pule Payung Yogyakarta adalah bukit yang notabene sebagai destinasi wisata alam, diberikan sentuhan kreativitas, serta memprioritaskan aspek keamanan di setiap spotnya, akhirnya menjadi wisata favorit di Jogja.",Cagar Alam,Yogyakarta,https://homestaydijogja.net/wp-content/uploads/2024/01/Bukit-Wisata-Pulepayung.jpg
147,Bentara Budaya Yogyakarta (BBY),"Bentara Budaya Yogyakarta adalah pusat budaya yang terletak di Yogyakarta, Indonesia. Bentara Budaya Yogyakarta dibuka pada 26 September 1982, didanai oleh Kompas Gramedia Group. Bentara Budaya Yogyakarta adalah cabang dari Bentara Budaya Jakarta, sebuah lembaga budaya yang dikelola oleh Kompas Gramedia Group yang juga memiliki beberapa pusat budaya di Jakarta, Surakarta (sebagai Balai Soedjatmoko), dan Bali.",Budaya,Yogyakarta,https://www.yogyes.com/id/places/jogja/bentara-budaya-yogyakarta-bby/1.jpg|https://gudeg.net/cni-content/uploads/modules/direktori/logo/20170315092329.jpeg|https://www.yogyes.com/id/yogyakarta-tourism-object/pilgrimage-sites/kauman/1.jpg
148,Goa Rancang Kencono,"Goa Rancang Kencono yang terletak di Padukuhan Menggoran, Desa Bleberan, Kecamatan Playen, Gunungkidul, Yogyakarta, merupakan salah satu goa yang yang dihuni manusia prasejarah hingga modern. Diperkirakan goa yang terletak di kawasan air terjun Sri Getuk ini sudah dihuni sejak 3000 tahun lalu. Dari buku Ragam Warisan Budaya dan Cagar Budaya Gunungkidul yang ditulis oleh Winarsih (Kepala Seksi Kepurbakalaan dan Permuseuman, Bidang Pelestarian Warisan dan Nilai Budaya, Dinas Kebudayaan Gunungkidul), Arkeologi UGM Yogyakarta pada tahun 2001 sudah pernah melakukan penelitian tersebut. Goa Rancang Kencono sudah dihuni manusia sejak 3000 tahun yang lalu dengan bukti temuan tulang manusia.",Cagar Alam,Yogyakarta,https://www.magnetoholidays.id/wp-content/uploads/2022/06/gua-rancang-kencono-yogyakarta-300x199.jpg|https://assets.pikiran-rakyat.com/crop/0x0:0x0/360x0/webp/photo/2024/11/10/1776914178.jpg
149,Goa Cerme,"Gua Cerme (bahasa Jawa: ꦒꦸꦮ​ꦕꦺꦂꦩꦺ, translit. Gua Cerme) adalah gua bersejarah dan sekaligus tempat wisata yang terletak di Dusun Srunggo, Desa Selopamioro, Kecamatan Imogiri, Kabupaten Bantul atau sekitar 20 km selatan Kota Yogyakarta. Gua Cerme memiliki panjang 1,5 km yang tembus hingga sendang di wilayah Panggang, yaitu di Dusun Ploso, Desa Giritirto, Kecamatan Purwosari, Kabupaten Gunungkidul. Di samping gua Cerme, di sekitarnya terdapat gua lain yang lebih kecil seperti Goa Dalang, Goa Ledek, Goa Badut dan Goa Kaum yang sering digunakan untuk bersemedi. Untuk mencapai gua, terdapat tangga setinggi 759 m. Kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo. Gua Cerme dulunya digunakan oleh para Walisongo untuk menyebarkan agama Islam di Jawa. Selain itu, Gua Cerme juga digunakan untuk membahas rencana pendirian Masjid Agung Demak. Setiap Senin atau Selasa wage, selalu diadakan upacara syukuran untuk meminta berkah kepada Tuhan.",Cagar Alam,Yogyakarta,https://bakpiakukustugu.co.id/uploads/11/2023-12/goa_cerme.jpg|https://penelitianpariwisata.id/wp-content/uploads/2023/05/GoaCerme1-1-640x360.jpg|https://niagatour.com/wp-content/smush-webp/2020/01/rute-goa-cerme-bantul-jogja.jpg.webp
150,Wisata Kraton Jogja,"Kraton Jogja adalah sebuah komplek kerajaan yang berada tepat berdiri di tengah kota Yogyakarta. Kraton yang didirikan seiring perjanjian giyanti pada tahun 1755 yang memecah Kerajaan Mataram Islam menjadi Kerajaan Ngayogyakarta Surakarta ini menyimpan keindahan arsitektur jawa yang tidak diragukan lagi, dan merupakan salah komplek istana terbaik di tanah jawa. Keindahan Kraton Jogja ini tidak terlepas dari pendirinya, yaitu Sri Sultan Hamengkubuwono I yang merupakan arsitek dari kerajaannya ini. Apabila anda sedang wisata ke Kraton Jogja maka apabila anda dari Jalan Malioboro pertama anda akan disambut oleh Gapura Pangurakan yang berasitrektur jawa kental yang bersebelahan dengan bangunan-bangunan Hindia Belanda. Setelah memasukinya anda akan memasuki Alun-alun Utara yang memiliki area yang cukup luas. Di sekelilingnya terdapat Joglo-joglo tertutup yang disebut Gedhong dan terbuka yang dinamakan Tratag. Di area ini terdapat beberapa pilihan kuliner yang sangat pas anda kunjungi sebelum anda memasuki kompleks Kraton Yogyakarta, sehingga anda tidak merasa kelaparan.",Budaya,Yogyakarta,https://homestaydijogja.net/wp-content/uploads/2024/02/Wisata-Kraton-Jogja.jpg|https://raminten.com/wp-content/uploads/2023/11/kraton-jogja.jpg|https://blog-images.reddoorz.com/uploads/image/file/10334/keraton-yogya.jpg
151,Desa Wisata Kelor,"Desa wisata Kelor merupakan salah satu desa yang ada di kabupaten Sleman yang saat ini sedang dikembangkan menjadi desa wisata. Desa wisata Kelor ini menawarkan suasana pedesaan yang penduduknya bermata pencaharian sebagai petani, peternak, dan budidaya jamur. Banyak tanaman hijau yang membentang luas dengan pemandangan alam yang asri. Desa wisata Kelor ini memiliki masyarakat yang ramah dan memiliki lingkungan desa yang sangat nyaman. Desa Kelor ini juga memiliki sungai, dan air di sungai tersebut masih jernih dan indah.",Taman Hiburan,Yogyakarta,https://niagatour.com/wp-content/uploads/2020/02/tiket-masuk-desa-wisata-kelor.jpg|https://alodiatour.com/wp-content/uploads/2019/01/desa-wisata-kelor.jpg|https://cnc-magazine.oramiland.com/parenting/images/Wisata_Kelor.width-800.format-webp.webp
152,Pantai Patihan,"Pantai ini terletak di daerah Srigading, Sanden dan cukup dekat dengan Pantai Goa Cemara. Tempatnya juga asyik banget buat foto-foto, nggak beda jauh dengan Pandasari.",Bahari,Yogyakarta,https://jadesta.kemenparekraf.go.id/imgpost/24054.jpg|https://desawisatabantul.com/wp-content/uploads/2021/07/10.jpg|https://desawisatabantul.com/wp-content/uploads/2021/08/6-1024x768.jpg
153,Pantai Kukup,"Pantai Kukup adalah salah satu pantai yang memiliki hamparan pasir putih yang terkenal di Kabupaten Gunung Kidul, Yogyakarta. Selain memiliki pemandangan pantai yang cantik, pantai ini juga memberikan keunikan tersendiri. Di pantai ini terdapat pulau Karang yang menjadi daya tarik utama bagi para wisatawan lokal atau mancanegara. Karena di pulau Karang ini para wisatawan dapat menikmati keindahan pantai yang sangat menawan. Pantai cantik ini berada di sebelah timurnya Pantai Baron, kurang lebih berjarak sekitar 1 km. Tepatnya berada di Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunung Kidul, Yogyakarta. Pantai Kukup ini masih dalam satu barisan dengan Pantai Baron, Pantai Krakal, Pantai Sundak, Pantai Sepanjang dan pantai-pantai lainnya. Jarak dari Kota Jogja ke pantai ini sekitar 40 km sedangkan jarak dari Kota Wonosari sekitar 25 km.",Bahari,Yogyakarta,https://www.yogyes.com/id/places/gunungkidul/pantai-kukup/1.jpg|https://nagantour.com/wp-content/uploads/2023/10/Pantai-Kukup.webp
154,Pantai Ngrawe (Mesra),"Kabupaten Gunungkidul jadi salah satu wilayah di Yogyakarta dengan koleksi pantai terbanyak. Tak terhitung jumlah pantai yang ada di sepanjang pesisir selatannya. Ada yang tetap alami, ada juga yang sengaja mendapat sentuhan agar lebih apik. Salah satunya adalah Pantai Ngrawe yang terletak di Kemadang, Gunungkidul. Sebagai pantai wisata, pantai yang juga terkenal dengan Pantai Mesra ini populer berkat kekuatan media sosial. Sementara pantai lainnya menawarkan keindahan alami, Pantai Ngrawe justru menyajikan konsep “taman” yang tidak biasa. Tertarik untuk mencoba berwisata di taman pinggir pantai? Pantai ini bisa jadi pilihan yang tepat!",Bahari,Yogyakarta,https://homestaydijogja.net/wp-content/uploads/2024/03/Pantai-Ngrawe-MESRA-3.jpg|https://bams.jambiprov.go.id/wp-content/uploads/2023/10/Pantai-Mesra.png|https://awsimages.detik.net.id/community/media/visual/2019/06/11/f11b4900-18ef-4dcc-881d-a5c3fa4b8520_169.jpeg
155,Pantai Ngobaran,"Pantai Ngobaran merupakan salah satu tempat wisata alam yang terletak di gugusan laut pantai selatan tepatnya di Desa Kanigoro, kecamatan Saptosari Kabupaten Gunungkidul Daerah Istimewa Yogyakarta 2 km dari pantai Ngrenehan. Pantai ini sangat indah jika air surut maka tampaklah kolam kolam kecil yang terbentuk dari karang karang yang tertutp oleh alga (rumput laut yang hijau sebagai bahan baku kosmetik) dan terdapat banyak biota laut lainnya yang mungkin terjebak di kolam karang tersebut. Hal inilah yang menopanng kehidupan nelayan darat yakni para nelayan yang tidak memerlukan kapal atau perahu untuk mendapatkan hasil laut cukup beraktivitas dipinggir pantai. Biota laut yang sering di dapat adalah Lobster, landak laut, kerang-kerangan, bintang laut dan rumput laut itu sendiri tentunya .",Bahari,Yogyakarta,https://awsimages.detik.net.id/community/media/visual/2024/08/07/pantai-ngobaran_169.png|https://i.ytimg.com/vi/j_9fK0UvWR0/maxresdefault.jpg|https://www.yogyes.com/id/yogyakarta-tourism-object/beach/ngobaran/1.jpg
